ID: 1, IOU: 0.0000
ID: 2, IOU: 0.0000
ID: 3, IOU: 0.0000
ID: 4, IOU: 0.0000
ID: 5, IOU: 0.0000
ID: 6, IOU: 0.0000
ID: 8, IOU: 0.0000
ID: 9, IOU: 0.0000
ID: 10, IOU: 0.0000
ID: 11, IOU: 0.0000
ID: 12, IOU: 0.0000
ID: 13, IOU: 0.0000
ID: 14, IOU: 0.0000
ID: 15, IOU: 0.0000
ID: 16, IOU: 0.0000
ID: 18, IOU: 0.0000
ID: 19, IOU: 0.0000
ID: 21, IOU: 0.0000
ID: 23, IOU: 0.0000
ID: 24, IOU: 0.0000
